date,temperature,humidity,irradiance,rainfall,DHI,DNI,PV_current,plant_current,plant_voltage,plant_power,defect
2020-01-16,33.56671360824683,42.5524517795156,496.58791973376844,3.3471229226819714,290.15474755745674,400.4782570456839,12.253271844213014,39.200684916365766,442.62656737944485,197810.89977627783,1
2020-01-17,34.64766026908493,59.49420806925761,475.0983774653848,5.175102482770382,177.4564481169832,626.6544464602321,7.99956930522087,34.55228903222388,559.4014896176151,201584.71305962425,0
2020-01-18,26.593638264715107,58.568306119026914,546.0429411890409,3.697948813399706,196.57571582155353,602.239177742244,8.393180671652317,43.10450222249799,477.22337482413286,200087.39579512528,1
2020-01-19,18.125243532909906,43.5638159716711,482.3003044373258,0.5531936955511467,362.52314510271873,259.69135165898786,7.791233321143099,50.52165079260974,463.02185018043434,207715.07297703368,1
2020-01-20,26.335254346745913,49.607171817725046,435.3571545138276,2.663813004517605,352.3276660531754,474.26805031666277,11.543581102427336,58.235041539637315,608.1617974640345,206682.63974718197,1
2020-01-21,23.80310411212037,60.99659595887113,481.54090810287784,6.310527461445195,364.01315260975923,257.45659335337484,9.951347751202128,42.61969090794311,513.9962299521619,199509.24805178522,1
2020-01-22,26.58609107595651,57.86327962108976,545.5089454046296,4.067161806528114,205.55537440817494,438.49254601961775,9.965959172277119,53.791517355550816,612.9654475345426,199788.71424169678,1
2020-01-23,23.270091121503068,45.36404025353906,452.20274997536114,5.962962947546925,145.92029855553753,509.48929913004974,10.313013075930751,52.32181036200276,470.13419655173186,198810.39135131997,1
2020-01-24,22.533400583189028,44.57138523983282,428.7969545508734,5.832100092522851,184.38175681780874,617.179715256499,12.988969088982738,29.300149749864673,521.3129365389051,203384.54017515123,1
2020-01-25,23.01364092835601,48.671194224130446,468.1281487223886,4.404418241196543,269.09870309528776,248.5994290505035,12.30466312956624,60.79618592036821,459.33178703978984,192667.87836098744,1
2020-01-26,22.121060150934667,51.4195316332078,526.0532438226379,4.36134316570981,369.1538751070187,604.2123715484009,8.548805243072831,36.166360446049445,420.8530801332459,203051.89689553602,1
2020-01-27,22.465918228506563,44.03685961549492,440.55703711079855,4.894865407460907,106.37201941534931,528.3167895190743,11.047782047668411,50.88422087044661,484.4556914150764,200487.0008313439,1
2020-01-28,11.137036217866749,69.55912308250694,519.9523172820066,5.780186645375853,234.759141761298,441.35699372185985,10.987483554698377,48.83896060965633,398.4657766109253,210322.4643067966,1
2020-01-29,30.100863558579,43.079501522156086,494.47296713837636,8.072754108491596,328.63436888922797,591.3265751713176,7.9094932677060905,62.11145289682701,534.4909082267394,206509.231147825,0
2020-01-30,22.59486440769606,73.03916697683943,468.5956220179211,2.8799683545569055,286.4050299321679,670.5337043904043,10.19544993542971,55.82953679753294,480.0275485368562,201850.27943923758,1
2020-01-31,33.29065339809094,48.818359548714305,434.6736574132342,3.6396435920062995,366.6383082031914,430.892031891717,7.331483057194493,36.53282494202445,534.6886576345066,199202.13280926866,1
2020-02-01,30.388719029881315,38.73174191243257,493.31492201657807,3.5386444942703505,261.51201908187244,514.152738397561,9.915657097418842,47.13112807610092,496.9186798952176,199463.4736185441,0
2020-02-02,20.935035057229612,52.745163577239396,464.01978057241035,3.218169834008944,184.26447408091462,453.156162331146,9.684665967672368,72.56723497298209,464.7649862071883,204716.30362484747,1
2020-02-03,19.05527522398132,57.732529774026,537.3594167102316,2.6322387196133645,34.082776200325895,590.9479286539071,6.488218833124561,54.509344618059146,465.7994551131392,208297.75398094935,1
2020-02-04,22.73307098074306,43.12162388971318,553.4254699658004,2.571845193811759,255.90773677074085,457.9466757223236,9.27061291121663,51.56703855272364,528.9260748864439,201748.27228496587,1
2020-02-05,17.81104263099211,63.64531848102472,461.7928038046779,3.6211016309001245,234.77064000649807,421.8216031548334,6.313860899686703,45.22025995959513,476.0172092996026,203101.79149171757,1
2020-02-06,25.018854445431348,59.31848374114304,534.9228574553669,5.679929967602524,298.4317888397445,524.1392252447334,9.618693012837202,46.0515048596655,486.61332315530166,194359.94334264996,1
2020-02-07,20.034381945352095,58.416312640736365,514.0220852658148,4.501082839678102,304.94949816500906,574.0755164421435,11.286628930125856,34.293765913665474,489.6548161918014,204400.89456040392,1
2020-02-08,26.936402376975316,27.444357705978106,415.0947090283873,2.954986312728793,303.86305518401883,251.49273465170694,8.028978524631698,35.281649925364135,582.4067466103779,200821.13877743666,1
2020-02-09,23.88662449742423,46.46568251242801,528.3645138926335,1.767051622697935,270.81626372521373,385.7761682282565,11.715847848584673,61.411018666575735,573.3289357787089,204262.75969730617,1
2020-02-10,19.42051507019803,57.66663181645086,470.0673031538507,5.712585634944578,123.14615493229692,553.3222689115654,11.629039644975732,50.5892558918163,490.74731644953295,195961.75756191823,1
2020-02-11,29.001489746700138,46.908855552282915,427.6732650218306,4.533066676912615,473.2721186919133,602.6751660288786,10.741650002562205,51.42061805187236,575.9997430382887,208597.94653708098,1
2020-02-12,27.911122956989622,29.053969287938553,546.4752555739764,5.247443828467013,286.9893045806296,514.0929844078353,11.886092174645036,22.603228328104436,471.53439732649076,201349.5217747038,1
2020-02-13,17.915469434368703,58.68963486896796,476.65772269736186,5.553743811692256,202.88954295555152,547.2225806773736,11.643171424099592,50.05292646299361,540.0282401715499,200391.30087580832,1
2020-02-14,19.202897418000436,49.14069233028387,480.2385508672823,5.388585876091543,387.5832761587331,482.733879726916,10.914831212441982,40.353879862662716,460.86854220862375,199448.05350486556,1
2020-02-15,29.101239186623406,54.63130329318607,447.2685768007493,5.558191528784906,333.89041252159444,803.1565342227196,9.062271624066408,27.985587144994422,509.96500984482327,199746.98229519167,1
2020-02-16,20.10585070320615,45.60810478197852,474.12404787447986,5.362676858435643,249.71832993574617,861.8680519315623,8.078991236733703,42.06882637292328,385.56899799927356,201257.4220751077,1
2020-02-17,22.302726833127494,47.24329465439443,399.179668610012,3.5805440683062235,473.8872677454511,649.1591586973249,12.638273752603151,41.17581181450082,556.4297032257284,202480.00473171982,1
2020-02-18,30.147194143913836,40.91236754040947,538.5702974338423,4.151364758044197,386.2596011328451,101.6571360537601,13.02665616514641,55.53132064207584,497.71480196698826,201102.53827878585,1
2020-02-19,23.250283177054477,61.002843382203736,448.50323583455116,7.596043944652442,569.622405256358,488.91130005793775,8.682894066389993,44.85766034060011,449.09790623563174,199610.72622029574,1
2020-02-20,24.828788597340232,60.963468456657985,519.1366215006134,4.531568397310927,265.25493475014366,412.8097284709512,6.734730947531009,34.32232275691546,441.0421034681156,206507.1403583238,1
2020-02-21,31.874820331964948,36.67788345405498,544.7630136444965,1.0627506204279595,233.99436798659173,526.3728429944042,10.997380549819654,60.47972155968053,514.2139835403607,208713.34390327815,0
2020-02-22,20.43460390979102,33.18781784505566,488.869715952584,3.2220572838091,324.2117960985123,366.6919613969554,11.873484927070514,64.12327706037443,381.52065473866986,204320.26150248823,1
2020-02-23,27.007495275451436,62.248705641936596,388.01979706691316,5.129712212687152,172.03108267957606,412.18531935833414,9.476709108578198,48.17755216210057,489.85515796166663,199450.58610345342,1
2020-02-24,18.957131731333895,47.579801701297804,510.67400244550845,8.03652234071141,261.5354576857482,433.42458602672036,12.156394607428476,24.408153336559035,559.0689300644143,196840.48120997415,1
2020-02-25,25.481606779605983,59.424681192203934,508.19642862262936,4.464810507529305,232.19742184355496,694.6768685976648,5.27165236571764,50.20334181705243,432.60372886854395,196192.1330587172,1
2020-02-26,24.777022867720714,51.950696971513814,600.5628340731569,1.4368742885888173,227.09553412053043,529.4836101093177,10.709515386226435,56.16886554393279,500.4313949458788,202635.0210422733,1
2020-02-27,15.851297944977343,50.3700572191015,522.6890956317842,6.535804815465408,358.987982073452,445.4211785043815,8.388746984921264,38.816880756783675,493.4472994229294,205665.3993977986,1
2020-02-28,21.70054135135251,38.60197544573226,402.40979492591987,6.569915042481,244.5690373428699,429.4043512767813,9.566100860126703,54.45393250894797,480.38055009251815,184769.28472600036,1
2020-02-29,27.19521478836021,47.804589716687865,527.165594569376,2.831926758656131,335.17801106813585,556.885330030338,9.05993423459825,47.83268529424461,453.49217487378394,199107.05453956337,1
2020-03-01,27.08659410515918,40.556315091757064,422.478532745826,5.476206295664625,159.40370837321007,411.49135311956906,9.779021189868145,33.39300188130737,505.7573936570046,198104.26218560038,1
2020-03-02,18.483786229438422,56.051200840821664,412.88219010953844,6.791111971102648,286.8091360220033,560.7142718060746,10.447687126625821,53.29622982127738,564.2992003540146,192465.00800892865,1
2020-03-03,23.0899552221109,47.7574106574836,533.8230366180811,4.39550053908986,262.4852883338716,316.07057123254714,10.366678398515203,66.70943032788857,497.19334897756215,199993.07478632452,1
2020-03-04,24.412627267909443,54.66166426034031,465.63504814216685,4.259515118591314,254.6195958947999,560.489681024487,8.163990460361909,52.52496627076872,541.0160898630711,206799.74270839742,1
2020-03-05,31.837986199033566,60.34409886481518,495.4808996361527,3.0075747192578675,178.2061488406849,454.25545432183696,12.057870985189709,49.27712992439995,469.9671221171106,207761.2159002428,0
2020-03-06,13.397028621046292,53.171606262926886,514.3452244001674,6.040081229141736,322.56086544711036,567.4568150347989,9.865448782154036,36.81604130355266,481.46479983897734,195271.92102221854,1
2020-03-07,18.684658254488625,54.524890926396466,453.3629544602811,5.1957922908252545,255.18346373192918,402.5993108404418,9.953153789957096,60.79194728112489,399.78921422505425,201884.38260425447,1
2020-03-08,15.577070775102762,30.54296916836041,472.7144012991109,3.174433011729416,321.95095557930455,558.9594400970137,8.12203685464443,60.17020991413244,571.1491748258053,201980.4329247828,1
2020-03-09,30.622095922551843,57.553956956633385,470.42986660959446,6.734814822709836,234.35363250284684,74.81682420879463,14.23358204296735,33.89121596550066,498.2115964069889,211903.72675609874,1
2020-03-10,29.74623236779118,34.976034306182875,516.5288378137187,1.4446660905325874,246.72972080204454,663.612460165175,9.30750110470538,42.053636789285015,509.8983644972484,205409.67609238633,1
2020-03-11,18.94728502938324,42.11330745490634,427.75299004633143,7.189276749424183,323.4821525948732,819.8230115855665,11.872891451662232,49.6490482313033,563.2538919044383,201057.48506365938,1
2020-03-12,28.399874221225513,43.036733461389176,464.75393237462777,4.419205798392267,432.7782695957983,484.8077770673901,8.393717225316744,45.35662308564508,551.0895292794337,197237.29663291635,1
2020-03-13,22.448536301831858,51.8392549434031,480.6564576574677,4.229020479248783,139.8163951027463,366.92285872324396,8.134421916987124,62.43319384455155,540.6337021054521,202936.29689699912,1
2020-03-14,20.921042290030144,44.92482398342643,474.7320841367795,2.896239794896652,549.7200391587007,163.2017527442897,11.128017070147617,37.15447702007473,494.78282542526534,195059.99028753134,1
2020-03-15,19.299018495325193,67.54986153742058,441.11855187586843,4.734023155380816,223.42978055219137,583.3680446124309,10.020698629132598,57.20033759341653,408.78716720310854,201518.01952231,1
2020-03-16,16.692008544427182,54.48195284423313,538.634741855119,8.392363145656322,298.51422966452975,623.2108905537217,11.34114090062182,42.92494302489423,501.98833672932477,192165.026445692,1
2020-03-17,26.32843987483118,57.23100493737798,477.4348481448737,5.049224250495823,371.99837301431654,334.5640680566945,9.796605450890256,50.19279384513077,592.4795623339818,198929.16671899956,1
2020-03-18,25.106756119217742,40.80886555130056,475.04916810029084,5.385507698130432,263.4944783453742,231.30086779382248,9.882826897732278,46.82456906069801,418.37883489660084,199664.3292269274,1
2020-03-19,27.60651874137857,56.11927192731158,574.467798103724,2.317006548833915,347.6898368922223,522.2674372070117,11.058090476668863,54.22628621708826,432.0109637248093,199792.99594221017,1
2020-03-20,24.74957952857589,41.0259907309817,462.1064569787417,7.624940734281992,214.10276115556576,365.1586765301696,10.149172813087107,39.22900930596005,478.7668348783567,195850.1770123102,1
2020-03-21,28.929019134155862,49.42530481534605,570.5586031944806,4.217565895651967,394.0917614575113,560.7806120484332,10.996104809365713,49.7380776265575,415.5884986114284,199437.67008720225,1
2020-03-22,28.225276367299386,60.11842432994189,473.3755040395466,3.6840979104776626,346.8385234277052,760.381849652857,8.664574558858883,66.81921740073138,457.3707076414677,200114.79877803975,1
2020-03-23,25.057494499350312,41.62321958092055,499.44271940790793,3.8176337924711405,233.22797136406007,549.0443893106686,10.660070229020624,72.25944331738259,568.5494503145561,197450.7837893076,1
2020-03-24,29.985589903958797,50.306018243385175,516.2434807898093,4.860716843106129,305.1574942769889,630.0914943212642,8.303358954389536,46.74330531179826,523.5216572423241,201557.23535777078,1
2020-03-25,23.150994168480985,59.72535789142537,511.9791379928196,9.267736494409075,340.6415493676206,471.023494767524,11.511480577789085,44.6086736324701,462.51548276485516,200164.04373806855,1
2020-03-26,19.230248181739952,46.52038144079154,370.8601683515028,2.2932222837045733,196.73568981078705,434.4877493812989,6.714069412938782,45.93928203740168,473.2364917733578,200127.02604192507,1
2020-03-27,25.86252208246433,50.21062021342063,557.7092015247009,5.198908914061423,322.73927751211284,347.48920270853466,9.770449350458403,53.08751241836613,431.46200087284694,204328.26461407926,1
2020-03-28,21.843120057753055,47.58662208546895,554.0688017229095,3.2436193143798535,369.9380483587817,340.81665688311364,9.55504597951416,41.41080092192328,502.5477138505645,191028.8536425514,1
2020-03-29,20.176967878968682,50.59894683116276,566.3230821182847,4.5749539104593815,223.7885488077502,366.83297950460974,11.872797087104919,44.743594068980606,513.5585092318655,195992.51557302813,1
2020-03-30,27.361235750439242,59.304084961111165,467.64092840761197,4.64936719534596,157.8080128359563,799.6934119625007,8.286901383531582,34.58412600328212,629.7212293884077,197979.83853074533,1
2020-03-31,21.58280116605659,53.67544896022269,426.9133655869296,5.38062311518788,214.827080274641,773.4085400191939,8.956840644013253,38.15313409588448,548.034669923033,206645.3142326984,1
2020-04-01,17.993263534803447,60.304382674156045,459.1253451191887,0.9053527738840765,177.33783406033845,645.1169225075353,9.889294903955221,47.36062651407312,517.6408303247189,199236.12788227297,1
2020-04-02,31.38037673003094,63.25014052886815,435.0656638918455,5.410665127555919,304.51340154320104,850.9437209030086,9.447134309968325,47.40423018165961,518.2240624620252,207356.6097807117,0
2020-04-03,23.707136841616144,53.08331245959345,579.6385377208742,2.2438330658718457,268.8023892083787,373.95644067810406,7.986336495402032,66.81576716267327,460.38566690969276,197341.97045994274,1
2020-04-04,31.489126334867926,54.811151263888355,518.292439395843,10.518710228043165,292.53320217488505,538.8074660344619,10.551201347968112,64.35049386789154,525.3619475554808,199418.85149806426,0
2020-04-05,26.222217279808163,64.01344831291959,452.62557025465605,4.179236412684259,352.8943618416582,536.9221683027266,11.72703931676263,41.952462593621306,617.3323515263281,193604.1944648587,1
2020-04-06,29.69046270452823,52.96733172494113,481.72244550069814,6.659972318162207,250.38976660174376,488.7792525979488,10.024463967277635,65.69259614535905,534.5214512191525,203983.36054182335,1
2020-04-07,29.844413192815253,52.255816635688035,467.10369537316024,7.778290631355855,501.4060154918468,453.9851335959493,9.187393739109876,41.359550088976306,492.82102441418397,198089.87275524807,1
2020-04-08,24.27716591533132,46.3840071921838,517.9752199785505,7.1291702722557035,206.21197688485483,564.9661929727015,9.188116545623034,57.243685048699646,569.2630773361116,198484.50873287965,1
2020-04-09,25.8939643286659,42.005776004569036,522.0516453636576,5.481575019483877,328.9120505278812,561.9306230669262,9.603202206359908,50.941923003101465,442.61945275784325,198209.42962260073,1
2020-04-10,29.462369436657653,45.77685175874729,527.7981339854899,5.2094280588665685,322.8053325124067,530.2219920056649,11.08154717060078,31.819223696164304,497.5337964926214,201195.1680062338,1
2020-04-11,33.369928535053546,51.61559267238168,449.98348255231474,8.126809490057859,220.94769781669228,363.90498177120094,10.448504441931364,33.21311637171343,510.74827953130466,200486.0961600146,1
2020-04-12,28.505206705825486,45.82522650114966,550.7832640771051,2.8050066904595106,471.23052213432965,381.1827469152275,7.908950885861069,39.151439405385545,555.8652657768332,197405.49897787574,1
2020-04-13,25.688449129516737,47.93055289442709,462.31477669096995,3.6438090784275063,375.399146697848,659.7973238146992,11.970635017879733,57.66919669661199,520.1312765565018,191120.56000019086,1
2020-04-14,26.509946051787765,56.08156427600642,583.4625403188484,7.229924645894805,443.3352502881992,562.7597016963789,10.871092318591307,44.007757225402806,501.654487556938,195729.19369592823,1
2020-04-15,20.532127988429043,48.439761090027126,464.0029733929053,7.0981863758400205,617.0974773290179,528.424945632187,7.30317382448776,62.64983329856256,484.9608061761986,196696.95703011504,1
2020-04-16,18.796877002218864,52.224631640086066,510.4924738961528,4.8232489536016905,309.8377906815476,557.2124381313756,10.134984514481614,50.16338084112893,514.2157259498972,202077.00313085562,1
2020-04-17,17.85004370657276,49.38361947827785,448.4258769842371,2.134529020131784,308.75314709216707,640.8120313523465,11.214223343832092,39.51829593174527,456.98687740212404,201641.5064750038,1
2020-04-18,23.416723524739467,55.96906481247954,479.9351097433245,3.0254266130846954,259.87652900888173,379.9876285873098,7.913741003929289,41.42921811328836,533.8731084673205,200259.1019474121,1
2020-04-19,23.84449196203502,33.61192692877822,456.04196855824625,3.5333743848326686,514.9574534867287,486.4634225501374,11.463317854060785,49.34511624855517,517.4084617620904,203316.29044839588,1
2020-04-20,24.845318713630206,65.78865194416488,444.7691701236765,3.408998899893418,243.35601462677806,453.84630839494974,10.538048146352493,55.24917863645883,563.3705827409328,202497.4911673433,1
2020-04-21,31.29583564805407,57.04111022141582,496.8973437100833,2.0086409674859675,552.6368240355998,765.4882082295101,9.663571554465852,53.77910101738475,566.217937499792,199138.9960365156,0
2020-04-22,30.52289236785738,39.851740922655594,536.517589518851,3.7953362928342758,392.1408397810581,569.1221715723245,11.847593120627893,48.67431985346282,485.54973945228835,190006.80262208314,0
2020-04-23,25.235330473292468,58.24557219564237,442.69997867462786,6.062356733071391,287.1758025972298,459.2342650263955,10.43435926527656,50.78211181092152,570.2272757469856,200732.20385239125,1
2020-04-24,18.637209324838416,65.1875933696358,425.9377018901351,2.6576790770998393,376.4497453033533,459.7440897185928,9.66048341219503,48.658672172315796,561.0692479729599,199035.79085728017,1
2020-04-25,17.345982513002536,52.06690511708003,498.3340358577424,6.0620850139561195,323.9145580653787,709.6844391630103,10.110342709560463,52.989774561190174,582.425200513409,192249.92905320926,1
2020-04-26,32.13079376009633,59.361291483110826,477.2087326100316,6.3567601976809405,383.26507394644784,549.0599313681533,13.263194855064544,53.77759169730718,511.99335529476394,200794.7933706282,0
2020-04-27,19.21491359592066,57.70673054463343,509.6431977775193,4.739120532433345,482.19150978604057,488.6524294117366,10.841836568351313,52.466021862613346,468.7221482445373,204960.68414259254,1
2020-04-28,24.926113901700777,46.995212144145775,595.2531820280009,4.289942537889252,110.76381066826585,473.3280284445481,10.501996232016648,60.54757925180283,548.0023870574964,197917.50458781654,1
2020-04-29,30.619526528072196,48.26536102927121,486.1588502613056,3.979940920488766,439.2518449434273,655.6378500575951,10.037583583548516,44.062225522213325,399.40598403776454,202948.51802787362,0
2020-04-30,15.18633995429624,65.84820527349018,455.181513872391,6.295935582019776,186.09918068830348,317.83979255611115,11.741923564343239,41.220293834641296,564.8074933763942,203082.29656313077,1
2020-05-01,27.023477278071503,51.91450872023912,526.8298260283411,6.761022398354221,254.5919637484395,512.8927960151577,11.503893175354392,55.62989718586128,440.250659736567,197497.95166347869,1
2020-05-02,22.959926454800517,67.74658560973333,512.6401752709577,4.213693610491775,283.7781552423309,615.4145267265956,10.661065486469832,48.54725542795231,462.17532355596256,201507.57028698383,1
2020-05-03,27.395476120491143,42.21816478543878,551.9548220189197,8.473549913953422,155.34221099641056,262.59715372958163,11.921114448914457,52.2584047860269,472.525072684798,194507.14636222334,1
2020-05-04,25.58545436077721,55.34201170845772,616.0399919640149,5.635770194476363,343.4807957731158,581.0141690787209,11.464848019509752,46.24777599239327,485.4179006824078,191294.8859582055,1
2020-05-05,26.355563982233573,60.45023375502691,460.984779674923,6.198079052752368,265.930765612207,310.52406318722683,4.445281709145133,61.517339747807995,470.5385506744925,197757.6749689797,1
2020-05-06,17.97219976304055,46.50217819888463,506.5786983954034,9.046943899539947,350.5386938577343,553.8873734770184,6.835011044036483,72.4360189458264,428.8602545686829,209611.623777222,1
2020-05-07,32.026827193622104,66.18054269000226,394.24719924060963,3.3511817573443308,342.2580372272883,582.1220858156997,8.372411033537388,35.508823892630694,434.11413284296174,202705.04109979904,0
2020-05-08,22.178494833489196,59.6676801116646,495.74421987402974,6.0161358187829554,224.45372736343666,319.81977214739163,11.046523477376153,44.624166314419384,504.9602431265751,207881.4948631386,1
2020-05-09,20.688665001233815,51.60661189819773,525.116412003739,3.0947100943692245,460.8522155948724,415.7631875595169,10.414541493947237,53.07732574679432,507.9625234186851,190207.2552243173,1
2020-05-10,22.738248622154543,53.19431833331531,427.67894680083356,4.724441571428459,204.28525268489832,297.73635213174487,9.196884911001312,45.31523955320277,525.6418228796379,198368.4076892084,1
2020-05-11,22.026751151397974,47.440423307857316,530.1353828214665,4.303907240714761,221.763303309791,593.7677984650595,8.372808005810986,44.78358490029381,496.3440177025901,193513.1017202163,1
2020-05-12,21.44346820128606,46.11845807517751,483.75325208397504,4.880143994657819,220.00863768593354,466.9886330269467,12.61733750470436,49.74201441745513,557.2631086509613,201732.4722100338,1
2020-05-13,21.127705156145872,51.049071650855126,538.7080304909408,5.267825845230952,238.73742611250643,376.57575135585773,7.0194692241854035,64.96139636951632,451.37985553237513,206731.1053661115,1
2020-05-14,20.68753350137633,56.225191403049976,476.6253413171073,3.7376161165062856,356.8458918924277,450.07823527216857,10.960848992235574,40.31813936092895,541.5675528992384,202439.86341331503,1
2020-05-15,38.21467860507371,55.40123026400494,454.0174654968669,9.580934141061078,460.02678187487595,471.6747829673324,9.175456490790914,45.965408165791985,408.4985724786095,196520.82440325228,0
2020-05-16,32.62978780442404,42.27228117021798,512.3383011989986,6.7641131987260215,174.7406658496681,412.05199621833015,9.084718811420949,53.718110814974935,522.8654823360406,204811.70872407174,1
2020-05-17,26.21584107701246,53.90364943508622,538.5418480202468,8.177061382195065,248.90738187677368,616.2092478600744,6.3837121470034965,54.11334242897608,475.83752287604466,200012.85591215754,1
2020-05-18,25.823219047631987,58.85187541208927,552.0043122526852,7.94752963027681,338.90939688657204,675.6561596930733,9.346878044641585,49.91790117730386,473.8690291800761,205214.88797323187,1
2020-05-19,22.463827690525388,51.54668833646332,520.7045676896797,7.083136777637163,296.0732008962047,357.6600783725355,10.263823511574824,30.194344089310604,538.4385322199737,197893.3620633766,1
2020-05-20,29.378478393897534,36.348371227748316,476.53446318604466,8.894197285640715,251.97579582617766,421.5123584922657,12.042449486334327,57.08695273110426,622.5614859537538,198943.9700818424,1
2020-05-21,17.603420100183733,46.67897722651175,493.97966806677954,3.557137408856488,255.12329868945008,238.37183651690674,13.321215119789027,35.83396517574359,359.88986008041434,194057.8778920849,1
2020-05-22,19.25222968371441,60.983035407325126,469.80802236019247,4.724321642807812,302.5385604406459,591.558764645812,10.572025053956235,59.78567297446043,444.52612231819273,197262.40949660284,1
2020-05-23,12.32722768957885,36.24815520682759,533.2983573034769,6.001984464359893,251.97509650050745,640.4161325164546,11.618360593706326,38.01907119808962,520.332854373344,206008.48927833754,1
2020-05-24,20.112675613770655,58.7938994191337,507.3717200825486,6.270849053107991,354.26107834987965,607.3908340155488,4.010774279544762,58.80937561080972,590.4065905289488,202183.19237314648,1
2020-05-25,28.482193366957198,53.38225473685115,509.63644982498636,6.303562523401232,300.1471000245411,384.994271819465,7.991354575570773,40.01808271768136,431.34787245245525,194661.28994490448,1
2020-05-26,28.770478318281214,43.749726093153285,588.0633063709931,4.219214612028984,311.25575309064544,401.6682455773463,10.13503371434865,57.776041379029124,498.2128633225913,201680.07871330995,1
2020-05-27,23.63934121990896,52.84790599134363,544.3245769679808,4.381244814233277,297.14711301655836,451.290460237556,8.94226029288777,51.73711852987024,528.3272657909106,200731.5222300052,1
2020-05-28,21.31034109879385,37.9626480780022,524.9363479155966,5.834087005935207,368.78813911747545,507.4785899899734,12.696071560849438,59.076987979878986,634.02854203845,198995.95743002166,1
2020-05-29,21.299316046302433,44.34502193625344,450.0575601952316,5.952062766876229,84.19314360387432,697.7826527136256,9.521406817715311,47.532064422112484,446.03284169875025,199428.8722427491,1
2020-05-30,24.390275361998615,53.390592559424306,500.6619883833767,3.8207359160979406,210.4184239589173,582.249219574697,10.197334907631591,51.971810551973675,552.9513627220983,194887.17804369656,1
2020-05-31,31.28609825414497,35.171166424259575,457.23797713745677,2.3811757073379716,381.7861831184996,535.7300288033058,10.210464274118552,49.08340591899617,501.56337735137845,199539.43942654022,0
2020-06-01,23.009259356249625,48.38626463722221,567.7721351297209,8.588897610450147,302.7509702029836,834.8024584287766,9.790040597962093,63.674149824601585,417.2327980845161,200768.22230407834,1
2020-06-02,29.222271533022933,37.871321837909754,420.7763218424532,5.567539108766691,271.7804123309565,326.26952222239566,6.7612800342049155,44.889595364198904,587.0314722947666,198532.5747255531,1
2020-06-03,24.71478566168906,58.76726773690452,545.8610771057928,1.3461772433909647,259.68116931504665,642.4108285689829,9.673490102333643,49.13544717288953,478.47690440571034,205746.89691683563,1
2020-06-04,25.22011138087674,56.430545453392924,514.8757176977473,6.176449858235873,321.2587046437537,732.0547245486266,9.879424932721761,52.78081047967944,467.85237233235546,200750.57613503066,1
